SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,NPOPCHG_2015,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,BIRTHS2015,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,DEATHS2015,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,NATURALINC2015,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,INTERNATIONALMIG2015,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,DOMESTICMIG2015,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,NETMIG2015,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,RESIDUAL2015,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,GQESTIMATES2015,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RBIRTH2015,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RDEATH2015,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RNATURALINC2015,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RINTERNATIONALMIG2015,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RDOMESTICMIG2015,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014,RNETMIG2015
050,3,5,13,257,Georgia,Stephens County,26175,26172,26149,25741,25721,25597,25455,25586,-23,-408,-20,-124,-142,131,66,304,313,312,300,328,92,324,349,374,290,304,-26,-20,-36,-62,10,24,4,19,16,19,21,21,0,-433,2,-95,-153,61,4,-414,18,-76,-132,82,-1,26,-2,14,-20,25,548,549,551,559,573,573,573,11.717093852,12.164315417,12.159476207,11.752722714,12.852412766,12.48795529,13.563406008,14.575782377,11.36096529,11.91199232,-0.770861438,-1.399090591,-2.416306169,0.3917574238,0.9404204463,0.7323183658,0.6218180405,0.7404809229,0.82269059,0.8228678905,-16.68915013,0.0777272551,-3.702404614,-5.993888584,2.390235301,-15.95683176,0.6995452956,-2.961923691,-5.171197994,3.2131031916
050,3,5,13,259,Georgia,Stewart County,6058,6058,6101,6071,6106,5507,5803,5851,43,-30,35,-599,296,48,11,64,45,40,51,45,26,66,69,65,62,69,-15,-2,-24,-25,-11,-24,1,27,36,40,47,47,52,-58,23,-638,247,54,53,-31,59,-598,294,101,5,3,0,24,13,-29,1675,1736,1780,1825,1225,1515,1664,10.515938219,7.3909830007,6.888831482,9.0185676393,7.7226703278,10.844561288,11.332840601,11.194351158,10.963748895,11.841427836,-0.328623069,-3.9418576,-4.305519676,-1.945181256,-4.118757508,4.4364114361,5.9127864006,6.888831482,8.3112290009,8.0659001201,-9.530069011,3.7776135337,-109.8768621,43.67816092,9.2672043933,-5.093657575,9.6903999343,-102.9880307,51.98938992,17.333104513
050,3,5,13,261,Georgia,Sumter County,32819,32817,32719,32106,31650,31379,31233,30779,-98,-613,-456,-271,-146,-454,117,418,462,384,369,380,124,334,354,303,309,328,-7,84,108,81,60,52,3,14,11,14,16,16,-94,-722,-586,-354,-244,-551,-91,-708,-575,-340,-228,-535,0,11,11,-12,22,29,1907,1829,1734,1748,1625,1732,1673,12.896259159,14.492753623,12.184867283,11.786877915,12.255692447,10.30466641,11.104837192,9.6146218407,9.8703124002,10.578597691,2.5915927497,3.3879164314,2.5702454426,1.9165655146,1.6770947559,0.431932125,0.3450655625,0.444239953,0.5110841372,0.5160291556,-22.27535673,-18.3825836,-11.23292453,-7.794033093,-17.77075405,-21.8434246,-18.03751804,-10.78868457,-7.282948955,-17.25472489
050,3,5,13,263,Georgia,Talbot County,6865,6863,6835,6761,6538,6437,6377,6337,-28,-74,-223,-101,-60,-40,11,70,69,47,59,56,6,71,78,81,61,71,5,-1,-9,-34,-2,-15,0,0,0,0,0,0,-27,-82,-221,-60,-73,-10,-27,-82,-221,-60,-73,-10,-6,9,7,-7,15,-15,17,17,17,15,16,17,17,10.297146219,10.376720054,7.2447013487,9.2086780084,8.8091867233,10.444248308,11.730205279,12.485549133,9.520836585,11.16879031,-0.147102089,-1.353485224,-5.240847784,-0.312158577,-2.359603587,0,0,0,0,0,-12.06237129,-33.23558162,-9.248554913,-11.39378804,-1.573069058,-12.06237129,-33.23558162,-9.248554913,-11.39378804,-1.573069058
050,3,5,13,265,Georgia,Taliaferro County,1717,1717,1699,1706,1672,1689,1693,1639,-18,7,-34,17,4,-54,3,17,12,22,16,15,2,29,24,21,13,25,1,-12,-12,1,3,-10,0,0,0,0,0,0,-18,18,-22,18,2,-41,-18,18,-22,18,2,-41,-1,1,0,-2,-1,-3,7,7,7,7,7,7,7,9.9853157122,7.1047957371,13.091341863,9.4618568894,9.0036014406,17.033773862,14.209591474,12.496280869,7.6877587226,15.006002401,-7.04845815,-7.104795737,0.5950609938,1.7740981668,-6.00240096,0,0,0,0,0,10.572687225,-13.02545885,10.711097888,1.1827321112,-24.60984394,10.572687225,-13.02545885,10.711097888,1.1827321112,-24.60984394
050,3,5,13,267,Georgia,Tattnall County,25520,25519,25496,25286,25305,25495,25195,25229,-23,-210,19,190,-300,34,80,339,350,315,246,274,68,230,231,204,202,221,12,109,119,111,44,53,6,23,14,20,24,24,-45,-407,-114,77,-372,5,-39,-384,-100,97,-348,29,4,65,0,-18,4,-48,4859,4789,4741,4771,4780,4508,4573,13.351187429,13.836453124,12.401574803,9.7060564214,10.867840711,9.0583277539,9.1320590619,8.031496063,7.9700138094,8.7656671426,4.2928596747,4.7043940622,4.3700787402,1.736042612,2.1021735681,0.9058327754,0.553458125,0.7874015748,0.9469323338,0.9519276535,-16.02930172,-4.506730446,3.031496063,-14.67745117,0.1983182611,-15.12346895,-3.953272321,3.8188976378,-13.73051884,1.1502459146
050,3,5,13,269,Georgia,Taylor County,8906,8906,8771,8466,8372,8416,8421,8330,-135,-305,-94,44,5,-91,22,82,93,88,95,95,48,101,82,95,97,86,-26,-19,11,-7,-2,9,0,-1,-1,-1,-1,-1,-117,-316,-104,45,3,-106,-117,-317,-105,44,2,-107,8,31,0,7,5,7,322,221,106,89,134,147,147,9.5144166618,11.04644257,10.483678818,11.284670666,11.342606412,11.71897662,9.7398740943,11.317607815,11.52224268,10.268043699,-2.204559958,1.3065684761,-0.833928997,-0.237572014,1.0745627127,-0.116029471,-0.118778952,-0.119132714,-0.118786007,-0.119395857,-36.66531299,-12.35301105,5.3609721229,0.356358021,-12.65596084,-36.78134246,-12.47179,5.2418394091,0.237572014,-12.7753567
050,3,5,13,271,Georgia,Telfair County,16500,16500,16489,16295,16342,16573,16470,16400,-11,-194,47,231,-103,-70,35,157,117,130,138,131,16,144,154,147,127,155,19,13,-37,-17,11,-24,6,22,19,27,34,35,-27,-263,63,220,-153,-84,-21,-241,82,247,-119,-49,-9,34,2,1,5,3,3127,3151,3153,3374,3726,3828,3710,9.5778428502,7.1697766339,7.8991341334,8.352752474,7.9707940371,8.78477306,9.4371418942,8.9320978277,7.6869533638,9.4310921813,0.7930697901,-2.26736526,-1.032963694,0.6657991103,-1.460298144,1.3421181064,1.1643227012,1.6405893969,2.0579245226,2.1296014603,-16.04441191,3.8606489567,13.367765456,-9.260660352,-5.111043505,-14.7022938,5.0249716579,15.008354853,-7.202735829,-2.981442044
050,3,5,13,273,Georgia,Terrell County,9315,9507,9517,9384,9233,9217,9120,9113,10,-133,-151,-16,-97,-7,29,128,138,142,107,127,7,102,99,107,94,97,22,26,39,35,13,30,0,1,1,1,1,1,-10,-162,-195,-49,-106,-44,-10,-161,-194,-48,-105,-43,-2,2,4,-3,-5,6,270,270,275,269,270,270,267,13.544256918,14.8251598,15.39295393,11.670393194,13.930784841,10.793079731,10.635440726,11.598915989,10.252494956,10.640048264,2.7511771864,4.189719074,3.7940379404,1.4178982385,3.2907365765,0.1058145072,0.1074286942,0.108401084,0.1090690953,0.1096912192,-17.14195016,-20.94859537,-5.311653117,-11.5613241,-4.826413646,-17.03613565,-20.84116668,-5.203252033,-11.452255,-4.716722426
050,3,5,13,275,Georgia,Thomas County,44720,44719,44755,44614,44561,44893,44990,45063,36,-141,-53,332,97,73,158,552,593,597,601,616,142,500,495,497,487,499,16,52,98,100,114,117,5,26,16,18,23,23,17,-220,-167,205,-52,-49,22,-194,-151,223,-29,-26,-2,1,0,9,12,-18,848,849,859,850,822,826,882,12.353276863,13.299691618,13.347642364,13.372940378,13.680832399,11.189562376,11.10176619,11.111856373,10.836309424,11.082362609,1.1637144871,2.1979254275,2.2357859906,2.5366309536,2.59846979,0.5818572436,0.3588449678,0.4024414783,0.5117764205,0.5108103006,-4.923407446,-3.745444351,4.5833612807,-1.157059733,-1.088248032,-4.341550202,-3.386599383,4.985802759,-0.645283313,-0.577437731
050,3,5,13,277,Georgia,Tift County,40118,40122,40242,41371,40967,40216,40619,40764,120,1129,-404,-751,403,145,127,560,566,565,575,585,56,389,378,376,418,392,71,171,188,189,157,193,7,42,24,27,33,33,46,895,-627,-1006,212,-91,53,937,-603,-979,245,-58,-4,21,11,39,1,10,1568,1529,1519,1481,1412,1609,1561,13.723303885,13.748208604,13.91917027,14.226510794,14.37646683,9.5327950204,9.1816658165,9.2630230467,10.342054803,9.6334615337,4.190508865,4.566542787,4.6561472229,3.8844559906,4.7430052959,1.0292477914,0.582962909,0.665163889,0.8164780108,0.8109801801,21.932780317,-15.229906,-24.78351379,5.2452526752,-2.236339285,22.962028108,-14.64694309,-24.1183499,6.061730686,-1.425359104
050,3,5,13,279,Georgia,Toombs County,27223,27223,27303,27206,27172,27236,27193,27241,80,-97,-34,64,-43,48,95,408,409,394,396,412,40,276,327,293,298,306,55,132,82,101,98,106,5,3,7,9,10,10,22,-229,-126,-49,-132,-85,27,-226,-119,-40,-122,-75,-2,-3,3,3,-19,17,387,391,399,400,407,403,398,14.970004953,15.042848211,14.483164241,14.551066527,15.137597825,10.126768057,12.026922653,10.77047493,10.950045013,11.242973142,4.8432368967,3.0159255581,3.7126893104,3.6010215143,3.8946246831,0.1100735658,0.2574570598,0.3308337009,0.3674511749,0.3674174229,-8.402282192,-4.634227077,-1.801205705,-4.850355509,-3.123048095,-8.292208626,-4.376770017,-1.470372004,-4.482904334,-2.755630672
050,3,5,13,281,Georgia,Towns County,10471,10471,10540,10486,10498,10748,11087,11182,69,-54,12,250,339,95,21,76,75,84,80,82,25,171,163,160,147,152,-4,-95,-88,-76,-67,-70,0,4,6,7,9,11,73,23,91,350,351,171,73,27,97,357,360,182,0,14,3,-31,46,-17,698,719,748,808,885,1036,1033,7.2291448683,7.1483034693,7.9073707992,7.3276849095,7.3644977323,16.265575954,15.535646207,15.061658665,13.464621021,13.651264089,-9.036431085,-8.387342737,-7.154287866,-6.136936112,-6.286766357,0.3804813089,0.5718642775,0.6589475666,0.8243645523,0.9879204275,2.1877675259,8.6732748761,32.94737833,32.150217541,15.3576721,2.5682488348,9.2451391536,33.606325897,32.974582093,16.345592528
050,3,5,13,283,Georgia,Treutlen County,6885,6885,6888,6821,6753,6645,6808,6785,3,-67,-68,-108,163,-23,25,69,79,71,86,89,5,89,56,79,45,61,20,-20,23,-8,41,28,0,2,1,1,1,1,-16,-47,-92,-82,106,-38,-16,-45,-91,-81,107,-37,-1,-2,0,-19,15,-14,452,457,478,465,365,432,432,10.066379751,11.639899808,10.598596805,12.78525236,13.094975355,12.984170983,8.2510682187,11.792804896,6.6899576303,8.9752078276,-2.917791232,3.3888315898,-1.194208091,6.0952947298,4.1197675274,0.2917791232,0.1473405039,0.1492760113,0.1486657251,0.1471345546,-6.856809395,-13.55532636,-12.24063293,15.758566862,-5.591113073,-6.565030272,-13.40798586,-12.09135692,15.907232588,-5.443978518
050,3,5,13,285,Georgia,Troup County,67044,67044,67087,67710,68417,68957,69489,69763,43,623,707,540,532,274,184,940,894,867,939,943,205,629,616,679,647,692,-21,311,278,188,292,251,10,44,48,56,66,66,61,268,386,299,193,-94,71,312,434,355,259,-28,-7,0,-5,-3,-19,51,2073,2059,2035,2084,2231,2263,2281,13.946897928,13.134793245,12.622475869,13.564855612,13.543791113,9.3325519114,9.050372079,9.8854222779,9.3466044523,9.9388159596,4.6143460166,4.0844211655,2.7370535909,4.2182511593,3.604975153,0.65283352,0.7052237984,0.815292559,0.9534403305,0.9479217534,3.976349622,5.6711747118,4.3530799132,2.7880906635,-1.350070376,4.6291831421,6.3763985102,5.1683724722,3.741530994,-0.402148623
050,3,5,13,287,Georgia,Turner County,8930,8930,8947,8854,8368,8124,8128,8214,17,-93,-486,-244,4,86,27,120,102,114,115,120,42,119,86,91,106,104,-15,1,16,23,9,16,0,0,-9,-7,-7,-7,30,-100,-510,-271,-2,76,30,-100,-519,-278,-9,69,2,6,17,11,4,1,371,380,414,383,369,382,391,13.48238863,11.845314133,13.824884793,14.152104356,14.686084935,13.370035391,9.9872256416,11.03565365,13.044548363,12.727940277,0.1123532386,1.8580884915,2.7892311424,1.1075559931,1.9581446579,0,-1.045174776,-0.848896435,-0.861432439,-0.856688288,-11.23532386,-59.22657067,-32.86441911,-0.246123554,9.3011871252,-11.23532386,-60.27174544,-33.71331555,-1.107555993,8.4444988374
050,3,5,13,289,Georgia,Twiggs County,9023,9023,8956,8811,8508,8484,8354,8390,-67,-145,-303,-24,-130,36,13,107,108,95,77,83,18,118,80,118,101,123,-5,-11,28,-23,-24,-40,0,5,6,6,6,6,-62,-144,-341,5,-110,103,-62,-139,-335,11,-104,109,0,5,4,-12,-2,-33,89,89,89,89,89,89,178,12.044802161,12.471851724,11.18173258,9.1459793325,9.9139990444,13.283052851,9.2384086841,13.888888889,11.996674189,14.691829909,-1.238250689,3.2334430394,-2.707156309,-2.850694857,-4.777830865,0.5628412225,0.6928806513,0.7062146893,0.7126737142,0.7166746297,-16.20982721,-39.37871702,0.5885122411,-13.06568476,12.302914477,-15.64698599,-38.68583636,1.2947269303,-12.35301105,13.019589107
050,3,5,13,291,Georgia,Union County,21356,21359,21320,21360,21468,21576,21952,22267,-39,40,108,108,376,315,40,164,167,139,163,161,49,301,282,309,292,266,-9,-137,-115,-170,-129,-105,3,12,10,10,14,14,-24,71,219,269,460,437,-21,83,229,279,474,451,-9,94,-6,-1,31,-31,379,356,314,298,293,291,247,7.6850984067,7.7986364061,6.4585075736,7.4894320897,7.2819376286,14.104967198,13.168954889,14.357401728,13.416651351,12.031027386,-6.419868791,-5.370318483,-7.898894155,-5.927219261,-4.749089758,0.5623242737,0.4669842159,0.4646408326,0.6432641059,0.6332119677,3.3270852858,10.226954329,12.498838398,21.135820621,19.765259278,3.8894095595,10.693938545,12.963479231,21.779084727,20.398471245
050,3,5,13,293,Georgia,Upson County,27153,27153,27064,26934,26598,26498,26240,26368,-89,-130,-336,-100,-258,128,83,340,305,331,320,311,119,347,313,367,377,369,-36,-7,-8,-36,-57,-58,5,4,0,0,0,0,-60,-124,-334,-59,-190,208,-55,-120,-334,-59,-190,208,2,-3,6,-5,-11,-22,474,471,458,404,411,406,490,12.593059002,11.395053426,12.467982522,12.135462096,11.823296837,12.852327864,11.693940073,13.824016875,14.297091281,14.028284672,-0.259268862,-0.298886647,-1.356034353,-2.161629186,-2.204987835,0.1481536353,0,0,0,0,-4.592762695,-12.47851752,-2.222389634,-7.205430619,7.9075425791,-4.44460906,-12.47851752,-2.222389634,-7.205430619,7.9075425791
050,3,5,13,295,Georgia,Walker County,68756,68756,68888,68617,68187,68295,68261,68066,132,-271,-430,108,-34,-195,180,718,736,729,744,739,123,616,688,755,751,719,57,102,48,-26,-7,20,5,3,7,8,11,11,66,-410,-483,159,19,-168,71,-407,-476,167,30,-157,4,34,-2,-33,-57,-58,1323,1399,1483,1285,1298,1362,1493,10.443256609,10.759919301,10.682727393,10.896628489,10.841579438,8.9596741937,10.058185433,11.063730016,10.999150532,10.548167274,1.4835824152,0.7017338674,-0.381002623,-0.102522042,0.2934121634,0.0436347769,0.102336189,0.1172315763,0.1611060664,0.1613766899,-5.963419512,-7.061197041,2.3299775795,0.2782741146,-2.464662173,-5.919784735,-6.958860852,2.4472091558,0.439380181,-2.303285483
050,3,5,13,297,Georgia,Walton County,83768,83768,83974,84420,84817,85920,87449,88399,206,446,397,1103,1529,950,260,1084,1088,1047,1067,1149,143,765,688,734,781,769,117,319,400,313,286,380,5,11,11,13,17,17,106,121,0,786,1128,470,111,132,11,799,1145,487,-22,-5,-14,-9,98,83,682,697,709,701,690,689,635,12.874567977,12.857708421,12.264476944,12.309005647,13.068104272,9.0858344122,8.1306097366,8.5980191757,9.0096845457,8.7461898913,3.7887335653,4.7270986841,3.6664577684,3.2993211012,4.3219143806,0.130645985,0.1299952138,0.1522809936,0.196113492,0.1933488012,1.4371058351,0,9.20714315,13.012707001,5.3455256813,1.5677518201,0.1299952138,9.3594241436,13.208820493,5.5388744825
050,3,5,13,299,Georgia,Ware County,36312,36306,36371,36188,35820,35722,35515,35370,65,-183,-368,-98,-207,-145,127,513,504,481,465,476,133,434,434,440,447,410,-6,79,70,41,18,66,6,23,16,17,21,21,76,-349,-462,-172,-234,-232,82,-326,-446,-155,-213,-211,-11,64,8,16,-12,0,2409,2439,2499,2386,2391,2175,2128,14.140216927,13.998444617,13.446646725,13.055013546,13.430203851,11.962678648,12.054216198,12.300466859,12.549658183,11.568032729,2.1775382792,1.9442284191,1.1461798664,0.5053553631,1.8621711222,0.6339668408,0.4443950672,0.4752453104,0.5895812569,0.5925089934,-9.619757714,-12.83190757,-4.808364317,-6.56961972,-6.545813642,-8.985790874,-12.3875125,-4.333119007,-5.980038463,-5.953304648
050,3,5,13,301,Georgia,Warren County,5834,5834,5795,5705,5568,5556,5515,5460,-39,-90,-137,-12,-41,-55,13,68,75,58,47,51,34,78,66,80,52,64,-21,-10,9,-22,-5,-13,0,1,1,1,1,1,-16,-88,-147,7,-34,-48,-16,-87,-146,8,-33,-47,-2,7,0,2,-3,5,89,90,91,89,89,89,89,11.826086957,13.30612969,10.427903632,8.490651251,9.2938496583,13.565217391,11.709394128,14.383315354,9.3939120224,11.662870159,-1.739130435,1.5967355628,-3.955411722,-0.903260771,-2.369020501,0.1739130435,0.1774150625,0.1797914419,0.1806521543,0.1822323462,-15.30434783,-26.08001419,1.2585400935,-6.142173245,-8.74715262,-15.13043478,-25.90259913,1.4383315354,-5.961521091,-8.564920273
050,3,5,13,303,Georgia,Washington County,21187,21187,21110,21013,20850,20640,20608,20816,-77,-97,-163,-210,-32,208,52,232,264,220,249,251,87,206,201,179,234,223,-35,26,63,41,15,28,0,0,0,0,1,1,-45,-131,-231,-267,-63,183,-45,-131,-231,-267,-62,184,3,8,5,16,15,-4,1896,1890,1868,1898,1682,1633,1887,11.01535978,12.612569572,10.604965052,12.073312645,12.118578602,9.7808798044,9.6027518334,8.6285852013,11.346004655,10.766705292,1.2344799753,3.0098177388,1.9763798506,0.7273079907,1.3518733102,0,0,0,0.0484871994,0.0482811896,-6.219879876,-11.03599838,-12.87057122,-3.054693561,8.8354577057,-6.219879876,-11.03599838,-12.87057122,-3.006206362,8.8837388953
050,3,5,13,305,Georgia,Wayne County,30099,30099,30092,30337,30356,30053,29950,29534,-7,245,19,-303,-103,-416,103,442,395,395,390,379,115,291,287,306,333,315,-12,151,108,89,57,64,0,6,7,8,8,8,9,97,-94,-419,-165,-514,9,103,-87,-411,-157,-506,-4,-9,-2,19,-3,26,2316,2311,2317,2300,2238,2309,1543,14.628737858,13.016328077,13.077521561,12.999350032,12.742922467,9.6311373678,9.4574333119,10.130940754,11.099445028,10.591083317,4.9976004898,3.5588947655,2.9465808075,1.8999050047,2.15183915,0.1985801519,0.2306691052,0.2648611962,0.266653334,0.2689798938,3.2103791226,-3.097556555,-13.87210515,-5.499725014,-17.28195817,3.4089592745,-2.86688745,-13.60724395,-5.23307168,-17.01297828
050,3,5,13,307,Georgia,Webster County,2799,2801,2777,2799,2794,2708,2650,2648,-24,22,-5,-86,-58,-2,4,14,25,18,17,19,9,18,16,15,13,11,-5,-4,9,3,4,8,0,1,1,1,1,1,-17,10,-15,-90,-72,-9,-17,11,-14,-89,-71,-8,-2,15,0,0,9,-2,0,0,0,0,0,0,0,5.0215208034,8.9397461112,6.5430752454,6.3456513624,7.1725179313,6.456241033,5.7214375112,5.4525627045,4.8525569242,4.1525103813,-1.43472023,3.2183086,1.0905125409,1.4930944382,3.02000755,0.3586800574,0.3575898444,0.3635041803,0.3732736096,0.3775009438,3.5868005739,-5.363847667,-32.71537623,-26.87569989,-3.397508494,3.9454806313,-5.006257822,-32.35187205,-26.50242628,-3.02000755
050,3,5,13,309,Georgia,Wheeler County,7421,7421,7756,8055,7905,7933,7984,7903,335,299,-150,28,51,-81,15,66,54,61,67,64,4,53,68,53,54,64,11,13,-14,8,13,0,0,0,-1,0,0,0,296,276,-138,21,39,-83,296,276,-139,21,39,-83,28,10,3,-1,-1,2,1959,2298,2644,2554,2561,2572,2511,8.3486180507,6.7669172932,7.7029928021,8.4186718603,8.0569018695,6.7041932832,8.5213032581,6.6927642379,6.7851982157,8.0569018695,1.6444247676,-1.754385965,1.0102285642,1.6334736445,0,0,-0.125313283,0,0,0,34.912402758,-17.29323308,2.6518499811,4.9004209336,-10.44879461,34.912402758,-17.41854637,2.6518499811,4.9004209336,-10.44879461
050,3,5,13,311,Georgia,White County,27144,27144,27208,27383,27559,27754,27942,28319,64,175,176,195,188,377,54,259,238,275,264,270,58,239,263,251,253,267,-4,20,-25,24,11,3,0,12,7,8,10,10,63,128,191,149,179,324,63,140,198,157,189,334,5,15,3,14,-12,40,365,410,460,568,547,624,604,9.4887435658,8.6636817007,9.9434129409,9.4800344729,9.5981230337,8.7560220549,9.5737322995,9.0756241751,9.0850330365,9.4914772222,0.7327215109,-0.910050599,0.8677887658,0.3950014364,0.1066458115,0.4396329065,0.2548141677,0.2892629219,0.3590922149,0.3554860383,4.6894176696,6.9527865749,5.3875219207,6.4277506464,11.51774764,5.1290505761,7.2076007426,5.6767848426,6.7868428612,11.873233679
050,3,5,13,313,Georgia,Whitfield County,102599,102599,102776,103106,103236,103126,103596,104216,177,330,130,-110,470,620,379,1469,1416,1360,1366,1386,145,727,783,803,799,770,234,742,633,557,567,616,1,93,74,94,117,124,-52,-471,-583,-792,-173,-152,-51,-378,-509,-698,-56,-28,-6,-34,6,31,-41,32,1002,1025,1065,1008,987,1000,1106,14.270310178,13.724787004,13.180721257,13.21581641,13.338979462,7.0622978211,7.5893419663,7.7824405656,7.7301883689,7.4105441457,7.2080123566,6.1354450378,5.3982806912,5.4856280415,5.9284353165,0.9034301202,0.717255818,0.9110204398,1.1319549927,1.19338633,-4.575436415,-5.650812728,-7.675831791,-1.673745417,-1.462860663,-3.672006295,-4.93355691,-6.764811351,-0.541790424,-0.269474333
050,3,5,13,315,Georgia,Wilcox County,9255,9255,9275,9169,9029,8966,8838,8857,20,-106,-140,-63,-128,19,21,111,80,83,105,95,55,114,94,109,90,106,-34,-3,-14,-26,15,-11,0,2,0,0,0,0,63,-130,-130,-43,-144,32,63,-128,-130,-43,-144,32,-9,25,4,6,1,-2,2019,2019,2017,2019,2019,1950,1974,12.036434613,8.7921749643,9.2247846624,11.795102224,10.737496468,12.361743656,10.330805583,12.114476243,10.110087621,11.980785533,-0.325309044,-1.538630619,-2.889691581,1.6850146035,-1.243289065,0.2168726957,0,0,0,0,-14.09672522,-14.28728432,-4.779105307,-16.17614019,3.6168409155,-13.87985253,-14.28728432,-4.779105307,-16.17614019,3.6168409155
050,3,5,13,317,Georgia,Wilkes County,10593,10593,10484,10192,10046,9925,9923,9867,-109,-292,-146,-121,-2,-56,28,109,133,104,103,104,19,128,152,167,101,135,9,-19,-19,-63,2,-31,0,6,5,5,5,5,-122,-289,-134,-57,-7,-42,-122,-283,-129,-52,-2,-37,4,10,2,-6,-2,12,344,249,131,133,105,131,114,10.543625459,13.143591264,10.415101898,10.378879484,10.510358767,12.381505127,15.021247159,16.724250163,10.177347844,13.643254169,-1.837879667,-1.877655895,-6.309148265,0.2015316405,-3.132895402,0.5803830528,0.4941199723,0.5007260528,0.5038291012,0.50530571,-27.95511704,-13.24241526,-5.708277002,-0.705360742,-4.244567964,-27.37473399,-12.74829529,-5.207550949,-0.20153164,-3.739262254
050,3,5,13,319,Georgia,Wilkinson County,9563,9563,9519,9460,9548,9423,9344,9155,-44,-59,88,-125,-79,-189,32,134,106,100,114,121,42,111,108,110,90,132,-10,23,-2,-10,24,-11,0,0,0,0,1,1,-35,-103,89,-111,-98,-168,-35,-103,89,-111,-97,-167,1,21,1,-4,-6,-11,110,110,109,117,115,113,108,14.120870436,11.153198653,10.542406831,12.14898492,13.081788205,11.697138943,11.363636364,11.596647515,9.5913038845,14.271041678,2.4237314927,-0.21043771,-1.054240683,2.5576810359,-1.189253473,0,0,0,0.1065700432,0.1081139521,-10.8541019,9.3644781145,-11.70207158,-10.44386423,-18.16314395,-10.8541019,9.3644781145,-11.70207158,-10.33729419,-18.05503
050,3,5,13,321,Georgia,Worth County,21679,21679,21725,21611,21464,21052,20952,20699,46,-114,-147,-412,-100,-253,57,240,246,271,265,237,65,203,217,205,227,219,-8,37,29,66,38,18,0,-2,0,0,0,0,56,-154,-178,-480,-122,-267,56,-156,-178,-480,-122,-267,-2,5,2,2,-16,-4,149,148,148,141,148,169,183,11.076241462,11.421938479,12.748141876,12.617845919,11.380278985,9.3686542367,10.075449797,9.6434283564,10.808494429,10.515953999,1.7075872254,1.3464886825,3.1047135196,1.8093514903,0.8643249862,-0.092302012,0,0,0,0,-7.107254938,-8.264654672,-22.57973469,-5.808970574,-12.82082063,-7.19955695,-8.264654672,-22.57973469,-5.808970574,-12.82082063
040,4,9,15,000,Hawaii,Hawaii,1360301,1360301,1363980,1378227,1392641,1408765,1420257,1431603,3679,14247,14414,16124,11492,11346,4646,19153,18891,19037,19021,19298,2532,10084,10247,10338,11601,11684,2114,9069,8644,8699,7420,7614,2001,6805,9441,8899,9508,10128,-425,-999,-3541,-1455,-4977,-7026,1576,5806,5900,7444,4531,3102,-11,-628,-130,-19,-459,630,42880,43307,43526,43321,43914,44067,44033,13.969040266,13.635438426,13.591032503,13.447049899,13.53362367,7.3546599509,7.3962382907,7.380579609,8.2014208444,8.1939506147,6.6143803148,6.2392001351,6.210452894,5.2456290548,5.3396730555,4.9631555896,6.8144711332,6.3532383382,6.7217575544,7.1027329532,-0.728610203,-2.555877797,-1.038764106,-3.518530432,-4.927310597,4.2345453863,4.2585933361,5.3144742319,3.2032271223,2.1754223559
